"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","177_at","179_at","200670_at","200711_s_at","200810_s_at","201231_s_at","201413_at","201508_at","201826_s_at","201983_s_at","202088_at","202089_s_at","202504_at","202641_at","203144_s_at","203256_at","203628_at","203963_at","204497_at","204508_s_at","204667_at","204798_at","204863_s_at","204881_s_at","205009_at","205066_s_at","205186_at","205225_at","205471_s_at","205696_s_at","205862_at","206754_s_at","207038_at","208615_s_at","208682_s_at","209602_s_at"
11.0071,8.2161,4.9808,8.4744,6.579,8.7898,6.1991,3.2836,10.4188,5.2074,8.6025,8.586,6.0295,9.585,8.7386,9.2094,7.6545,7.1161,8.3475,10.6839,10.7539,10.5621,13.2937,10.3932,9.0713,8.1393,9.669,12.593,11.0792,10.4916,9.7089,5.1672,9.4999,9.4807,6.5338,1.8248,3.3617,6.1507,7.2414,9.2298,9.5637,3.3668,6.3584,3.8217,7.0398,4.9906,5.7429,8.8102,5.1177,6.1843,10.2676,9.7422,6.9195
11.0788,9.8339,7.859,9.1951,5.759,8.6397,7.9584,6.3297,9.3255,6.1352,7.6746,8.5855,7.0275,8.6559,7.92,7.7529,8.0247,5.483,7.7448,13.2376,11.266,12.079,13.184,10.0876,7.7661,6.0019,3.6118,11.8685,11.1446,7.7241,9.801,8.6416,7.415,8.5708,13.3377,8.5554,11.5707,10.6968,8.7956,8.7885,11.0949,13.7111,9.1388,7.1524,9.6024,9.6395,7.9254,8.9083,11.4973,9.8766,8.8186,11.7722,10.904
10.6582,8.7218,7.2115,8.9446,5.2425,10.141,6.756,3.625,10.3755,6.1059,6.7337,8.7114,7.09,8.8227,8.1192,9.4035,6.6689,6.3896,7.0095,12.4249,10.9399,11.3131,12.0658,10.8727,4.1932,8.1379,3.6245,13.1425,11.5356,5.3301,9.6362,8.6583,3.8099,7.3792,10.4313,6.9005,8.1877,8.8911,9.0302,8.9268,10.3498,7.2397,8.4024,4.1247,11.0475,8.179,5.1006,7.5207,5.4899,8.8017,10.773,11.053,9.9768
11.6867,7.8849,7.8478,9.0146,6.0089,9.6084,6.6863,7.1059,8.0683,6.7632,7.61,8.4669,7.9368,9.8154,8.2747,9.9674,5.8201,6.2452,9.0304,13.8244,11.8923,13.1021,11.9773,11.0048,9.6019,9.8181,7.0234,15.1261,14.1799,6.3142,10.885,8.8281,2.677,15.5445,13.8283,7.8692,11.9468,11.1272,12.0684,7.6184,12.2878,8.7102,10.2366,8.8665,12.7629,10.6355,9.8281,4.2815,3.0643,9.1827,11.0166,13.097,12.7286
10.8107,8.1872,7.4594,9.0434,5.8772,9.2191,7.1327,5.8336,7.798,6.1984,9.0389,8.1737,6.9079,9.0662,8.7892,8.7179,7.84,4.623,8.9015,13.9648,11.5908,12.6357,13.0454,11.4385,11.3703,9.8519,6.4678,15.1433,14.4327,9.7022,11.0245,8.4023,9.197,10.1334,13.074,8.5697,10.9283,10.7997,11.8523,12.1943,11.7765,12.769,9.7848,9.518,12.8106,6.5374,9.2259,9.4709,9.8656,11.1042,11.0783,12.2525,12.1614
10.4926,9.4877,7.8447,8.151,2.857,8.609,6.6808,6.2095,8.8247,2.3945,10.2828,8.2508,5.9142,9.2778,9.0473,8.1659,7.996,6.9384,7.9838,10.9523,11.2399,11.5915,14.4149,11.6277,7.3278,6.1584,7.6004,11.5104,10.2204,10.7718,9.6319,4.1011,10.3154,7.4771,4.6608,7.488,3.5299,3.1931,8.3874,9.2037,9.4057,2.2207,7.1182,3.7771,6.3992,5.7024,7.3622,-0.0934,2.4356,3.1047,9.4841,10.1471,6.8205
11.2444,9.0395,7.8213,8.6443,6.3307,8.8878,7.7637,5.3392,9.8533,6.2612,8.8732,9.2586,7.7126,10.1461,8.9466,9.2842,7.9532,7.4574,9.4993,10.6503,10.5465,9.9222,13.8958,9.8479,7.5021,7.5548,9.9999,11.55,10.1837,11.1609,9.1895,7.8088,11.5405,9.2369,7.828,8.5259,6.4021,6.0773,7.0738,7.4192,8.5641,3.56,7.2226,3.1029,7.5145,1.384,2.5269,4.5596,5.9063,5.3575,9.1986,9.7833,7.4983
11.3286,8.5836,10.8994,10.2326,7.6195,8.6831,8.8445,4.6027,9.5571,7.0564,5.7499,9.3892,9.1629,10.2171,9.525,9.7595,7.3966,7.2038,10.2384,12.331,11.8326,11.5023,11.9954,10.1657,9.4462,8.2034,6.1174,12.108,9.978,9.01,8.8759,8.7299,8.3915,9.3583,10.7427,9.7927,8.3631,8.9743,8.6671,8.0785,10.3089,12.5495,8.7722,4.5217,12.3486,9.2245,7.9829,8.1697,8.319,10.159,10.3309,10.1663,10.6932
11.467,8.6341,7.5481,8.7837,3.9129,9.6369,7.5046,3.8525,6.6035,7.3457,7.9299,8.669,8.2509,10.0188,8.6657,9.6829,7.186,6.5496,8.6621,13.0883,11.7951,12.6761,11.2968,11.3385,10.8172,10.1023,6.3706,13.9771,12.238,7.6796,10.7657,9.6432,8.0217,10.7715,13.7544,10.8024,11.7365,9.8158,10.6377,11.1041,13.0417,9.2947,9.0796,8.6234,12.6635,9.9241,8.6918,10.2231,14.507,9.5198,10.8473,12.4706,11.8087
10.8638,8.9588,7.1194,9.0359,6.4596,9.6063,6.5766,4.1347,9.3466,6.4934,7.299,8.236,6.0429,8.2745,7.6655,8.0382,7.0708,6.3151,8.3491,14.9952,11.6865,10.9319,13.3912,9.9228,11.2357,8.1986,7.1122,14.7497,13.6799,4.8688,10.7835,7.8006,4.0369,9.5154,11.8654,9.1316,9.9419,11.0018,10.5805,10.9831,9.3806,10.9446,8.748,9.0329,14.0632,6.594,8.3879,8.7747,6.4488,8.1969,11.0299,13.417,10.9503
11.4372,7.9948,8.9652,9.5543,7.734,9.2207,8.3338,4.7168,11.5643,7.3802,7.7019,7.8493,8.4553,9.3635,9.5837,9.1129,6.8884,4.2625,10.6077,13.6537,11.2455,11.5285,11.4995,10.7551,9.427,7.9788,8.5253,14.8461,13.4395,9.0868,10.2341,8.4127,5.2941,10.434,10.797,8.3679,8.7742,10.4645,10.2799,10.4916,11.1356,14.0788,9.6092,6.1638,12.1359,7.3863,8.3158,8.6856,7.2043,8.7467,10.865,11.3153,10.0584
10.7467,9.2031,6.8035,8.6608,3.2901,9.731,7.2404,2.9569,9.8906,5.4846,6.1517,8.2053,6.6997,8.1037,7.1439,9.4847,7.1568,5.6774,8.7683,13.5729,10.6575,11.8303,12.6491,10.6985,8.4545,7.7308,2.7525,11.1509,9.8385,6.3349,9.4848,8.9811,3.1367,8.4852,10.5987,7.6347,8.8494,8.7603,8.6619,9.7053,11.2593,12.455,6.7303,8.3673,10.2524,6.7132,6.6542,7.7504,9.2064,8.4946,10.6181,11.2442,10.0387
12.1157,7.9863,9.3651,9.4216,6.5618,7.5062,7.6162,4.6195,7.5567,6.701,6.4742,8.575,8.042,9.5561,8.7056,9.356,7.4818,6.2231,9.8769,13.268,11.6799,10.2068,11.6356,10.4851,11.3984,8.0911,3.6767,15.3408,14.3804,4.3968,10.6657,8.2518,7.7053,11.8836,11.4559,6.9813,9.1732,11.3649,11.2471,8.788,11.9386,12.7364,10.4276,3.4328,12.9502,8.2667,10.0881,7.1701,10.1785,10.1676,10.3769,10.6446,11.7164
10.9493,8.6641,8.1691,8.7642,4.543,9.6722,7.361,4.9783,11.1954,3.5089,8.2199,8.7331,7.0538,10.8517,8.475,9.4802,7.3995,6.867,9.2513,10.5664,10.8794,10.3795,13.118,9.4297,7.4207,6.9966,9.2113,11.8024,10.7871,11.4104,8.5808,4.3944,11.2177,7.6683,7.6876,7.4885,7.3977,4.1159,7.6472,7.5542,9.7494,6.5561,6.6412,2.8913,8.3734,6.2232,5.7804,6.5881,2.815,7.1461,9.6837,9.477,8.3884
10.8874,8.9912,5.055,9.5064,6.8145,9.6594,7.1626,5.9228,9.5666,4.9655,7.7218,8.7354,8.4561,9.6991,8.655,8.9357,7.7197,6.9209,9.5481,13.7029,11.3385,11.1174,12.5441,11.4468,10.8239,10.2659,2.7696,15.5587,14.7482,8.0133,11.1666,6.5752,8.3955,8.8261,12.7582,9.5635,10.2045,10.4763,11.4569,9.3138,10.538,15.5943,11.2059,8.6648,12.3648,8.6182,11.095,10.6261,12.4693,8.4716,9.7466,11.9871,10.7905
11.3958,8.7964,6.5209,8.6307,5.0247,8.4064,7.1752,5.6425,5.7877,5.3505,4.0541,8.7541,7.4897,8.8411,8.3534,8.8718,7.1748,5.9527,8.5086,14.1676,11.9557,12.911,12.0739,11.1347,10.0699,8.8594,5.0544,14.7097,13.6227,8.283,10.9568,8.8307,8.8842,8.9492,11.7433,8.891,9.9137,10.9008,10.5285,11.0395,12.4597,13.9635,9.9367,9.2363,12.4009,4.5452,6.1059,10.1437,9.2609,11.8412,11.4303,11.8212,12.8387
10.4125,7.9602,7.8744,9.2398,7.3331,9.4794,6.938,4.3061,11.7336,2.8259,8.5443,8.4993,7.1988,9.9018,9.3806,9.4463,7.3322,7.7807,8.6634,11.761,10.8889,12.2475,12.5009,10.3092,10.6281,6.9758,8.965,12.8014,11.1835,10.2038,8.6332,7.5224,10.2339,8.7811,8.4484,8.7155,5.4341,7.6785,8.4171,10.1924,11.197,8.2115,8.0591,6.5833,9.3602,7.2951,5.7752,6.7529,3.5391,7.4506,10.6675,10.116,8.542
10.9733,9.7423,7.4428,8.3553,6.0301,7.3518,6.5985,5.3422,2.7604,4.8201,6.9517,8.5058,5.8233,8.2051,7.989,9.0019,7.7973,6.2216,8.2733,14.7212,11.7,12.3486,13.1573,11.6749,9.0655,8.8152,5.6994,14.4117,13.5402,7.2498,10.7987,8.5198,7.9613,8.7039,12.2367,7.8502,10.4918,10.4882,11.1051,11.7312,11.3543,11.092,11.2395,6.465,12.5568,8.5304,8.4779,9.1636,7.3898,10.8725,11.1395,11.5023,10.9124
11.9543,9.0305,7.5594,8.9145,6.416,8.5893,6.3781,5.6203,8.011,5.6395,8.7292,8.7495,7.5658,8.8402,7.9524,9.1835,7.5541,6.5922,9.1566,13.9514,11.8139,11.2341,11.565,11.3516,10.6637,9.2176,3.0482,14.1117,12.7918,7.3225,10.1555,9.693,8.5249,8.7127,11.8789,7.8708,10.356,10.5982,11.031,10.1441,11.4534,10.1069,9.8071,7.6837,11.5745,8.0058,5.7037,10.733,8.8301,8.7203,10.4167,12.5161,11.2448
11.6233,8.2703,8.14,9.2847,5.8938,9.531,6.8366,3.5581,7.4896,6.4716,8.4654,8.7828,7.3543,9.7841,8.7053,9.1456,8.0355,7.6488,9.3737,13.3647,11.5656,10.3147,12.9896,11.1937,11.8729,8.5346,7.8406,14.8422,13.5254,7.74,10.5532,8.9614,9.6268,9.9817,13.5676,9.355,11.4213,11.0326,10.4334,10.6455,10.7148,14.8384,10.4589,5.2758,11.3717,6.4715,8.8094,9.736,10.0982,8.165,9.5988,10.8065,10.6992
10.5767,8.9054,6.9691,8.5916,3.4296,8.237,6.7439,3.4861,6.0859,5.9076,7.3188,8.0746,7.0789,9.8844,10.3535,9.1438,7.5266,6.9049,8.3851,13.8677,11.3367,12.2863,12.3803,11.6572,10.924,9.2057,7.8062,14.7144,13.5966,8.7831,10.2485,8.1249,9.3568,8.5383,11.7728,8.6206,9.8751,10.2949,10.5551,10.1889,10.8744,14.6415,9.6394,5.5097,11.1494,8.0466,9.8823,9.9701,10.4567,9.0989,10.5176,11.5059,11.6566
11.4375,7.9564,6.7612,9.0276,5.9875,9.2387,7.166,3.8346,10.7687,5.665,8.0523,8.411,7.0506,8.3333,8.6005,9.2288,7.5852,5.476,8.7769,14.5363,11.4997,11.759,11.4543,11.9665,9.1568,9.3055,5.8099,14.2253,12.5993,7.0461,10.3607,7.9976,6.5109,8.0269,11.6557,8.526,9.7861,10.6046,10.1104,9.7294,9.5824,8.3784,10.9522,8.4858,12.1828,7.7534,8.4982,7.8301,9.0095,7.9048,10.0625,11.5796,11.6477
11.6268,8.0073,7.1604,9.3056,2.7648,9.0741,5.9092,5.2527,5.7626,3.187,7.741,8.7561,10.8577,9.3029,8.587,9.4424,6.309,6.8366,8.3728,14.1067,11.9399,10.7747,12.5118,12.1697,11.663,10.0351,6.2231,14.346,12.9836,8.2622,10.9974,8.1861,8.1508,9.6906,12.4714,9.0257,10.6719,10.7168,11.6601,10.266,10.645,13.8071,11.671,3.3088,14.7744,9.2587,7.7721,7.9389,12.1128,9.2921,10.7231,10.8795,12.0137
11.4041,8.7849,8.1964,8.5677,3.2988,9.7455,6.6631,3.9661,7.8396,6.5435,6.8514,8.7579,7.4218,8.5143,8.0762,8.5007,4.2031,5.6525,9.2911,14.3086,11.8082,12.2954,12.7718,10.6715,11.5547,10.2806,5.296,15.3118,14.0242,6.6431,11.9011,9.7157,5.407,10.2376,13.452,9.6427,11.8875,11.1871,11.6445,12.1997,13.1057,15.61,10.5201,9.4828,13.3059,8.2197,10.8574,9.8084,7.1043,12.0313,10.9834,12.1891,12.1999
10.7539,8.6856,6.9133,9.7126,6.4256,9.6322,7.1716,3.9828,7.1508,6.2048,7.7592,8.4316,7.4949,9.2444,8.3538,8.781,7.0888,5.9816,8.9079,14.1563,12.5095,12.1462,12.6177,10.5932,9.6532,9.3352,3.5773,15.4659,14.3211,4.5878,10.5184,9.7836,8.2346,7.9791,13.7906,8.9011,11.3125,10.0352,10.0395,11.7059,10.513,11.179,9.3337,7.9335,12.3296,5.7012,8.004,9.1534,7.7708,8.8168,11.0554,11.9794,10.3284
11.3627,8.6771,4.9542,9.6943,4.0177,9.4154,8.1591,6.9346,8.3595,6.4817,5.8069,10.2888,8.3022,9.2086,8.1201,9.58,7.6946,4.5934,10.1046,13.4811,10.4788,12.2525,12.7017,11.4872,6.568,7.6803,10.0952,11.1364,9.9147,8.0244,9.5965,7.3393,6.9668,7.2608,12.1205,7.4109,10.1568,9.8001,10.3139,7.0117,10.9197,6.5666,7.0802,3.2724,7.7434,7.9441,5.5269,3.16,3.8639,7.8883,9.2011,10.5702,8.0318
11.2276,7.586,6.6064,9.2455,6.5469,8.9235,7.487,2.7905,9.6112,6.3782,7.1515,9.2727,7.6954,9.3734,7.7794,9.9234,5.5018,6.6249,9.3269,14.3826,11.8696,11.7161,11.2855,11.4787,11.3185,9.595,6.6578,14.474,11.8914,6.8405,11.5384,8.0898,4.8491,10.7241,11.8236,8.6154,9.5181,10.5217,11.9687,11.3017,9.9504,12.0561,9.7592,3.6041,14.6833,9.9681,9.1891,8.1383,11.2288,9.1262,11.0223,11.303,12.0178
