"1007_s_at","201508_at","201555_at","201798_s_at","202683_s_at","203139_at","203628_at","203928_x_at","203963_at","204508_s_at","204681_s_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206401_s_at","208670_s_at","208712_at","208893_s_at","209173_at","209560_s_at","209603_at","209942_x_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","214164_x_at","214612_x_at","215729_s_at","215867_x_at","216092_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","220034_at","220773_s_at","222256_s_at"
10.7467,8.4545,10.3878,9.2849,8.4935,7.6558,8.4852,7.2689,10.5987,8.8494,7.7815,9.5473,0.8672,10.2524,6.2651,7.8275,2.0896,6.6542,2.6847,1.5311,6.4289,9.215,5.3877,9.6473,9.6036,5.5336,13.3574,5.2627,9.4884,8.9647,7.8749,5.8692,6.6026,4.8241,10.228,11.4131,8.4663,1.8686,11.2031,7.8689,9.7584,7.9824,9.2873,8.5591,8.228,3.3798,7.2823,7.4999
12.1157,11.3984,9.8527,11.1625,8.5317,7.5969,11.8836,9.7806,11.4559,9.1732,7.2549,9.125,4.6518,12.9502,3.5563,8.2496,3.2457,10.0881,8.3625,2.0196,5.9945,3.985,9.3646,8.8036,10.9162,4.1813,15.6894,2.0671,11.1543,6.6245,10.1679,8.4393,6.9898,6.0499,13.0467,11.6872,4.9968,6.1776,11.7157,7.4704,12.9344,7.723,11.325,9.34,10.3416,5.9803,7.3795,4.459
10.9493,7.4207,10.0625,10.8092,8.2866,9.7358,7.6683,7.6977,7.6876,7.3977,5.7149,10.2958,8.8637,8.3734,2.7421,8.5354,6.6112,5.7804,5.4673,6.5603,2.0489,6.604,5.5229,9.5149,9.5861,8.0329,8.2217,6.7579,7.668,11.0286,9.318,8.0001,4.3594,3.72,9.441,9.1538,10.726,9.396,8.7807,7.1588,10.5506,10.2519,9.5412,7.4397,6.722,5.8964,7.5677,5.5268
10.8874,10.8239,9.5427,10.493,7.6009,7.6775,8.8261,11.1642,12.7582,10.2045,7.2971,9.7261,7.6374,12.3648,4.4322,7.4481,6.865,11.095,2.9714,5.6486,8.2319,3.1353,10.6033,8.7415,9.4545,4.6478,12.8316,6.8274,10.2034,4.8916,9.3225,9.7536,6.5777,4.3906,13.1114,13.0672,3.1164,5.6724,12.7996,8.9926,10.5007,7.8091,10.5122,9.2052,9.3052,4.8977,8.7762,5.6678
11.3958,10.0699,9.5946,12.3743,8.5372,7.8931,8.9492,10.0491,11.7433,9.9137,7.1154,8.1444,3.7284,12.4009,6.7384,7.3611,2.0795,6.1059,8.6038,5.5728,7.2243,1.8073,10.268,10.5002,10.9898,9.9481,13.0504,5.692,12.0558,5.6154,11.2046,14.131,7.1584,5.524,12.4623,12.4113,2.9603,2.7471,12.0084,9.7026,11.3105,8.9114,11.3605,9.8797,7.8151,2.0929,6.9989,4.7514
10.4125,10.6281,9.7531,10.8096,8.7887,8.941,8.7811,8.1971,8.4484,5.4341,8.1777,8.81,5.0174,9.3602,7.6573,8.0663,6.9863,5.7752,8.0537,2.1782,1.2438,9.4007,7.884,9.8015,9.2948,9.6208,10.2521,9.4542,8.2222,2.1134,9.4577,10.4544,7.0912,7.3062,11.2233,9.3508,5.4353,8.726,9.2339,8.0276,10.1054,10.4575,8.9595,7.0023,6.2744,5.8252,6.8719,4.9994
10.9733,9.0655,10.1059,12.0006,8.8322,5.8472,8.7039,10.3818,12.2367,10.4918,6.5974,9.6292,4.9068,12.5568,6.1002,6.009,3.1975,8.4779,2.6853,4.8719,7.4196,3.2197,10.4049,10.2823,10.4591,3.0909,12.9753,1.0914,9.9061,2.066,11.4909,7.0471,7.1744,6.8261,11.9581,12.7731,0.6159,2.2476,12.6107,9.0474,12.5161,7.1811,9.1409,9.8472,6.6895,3.8187,6.838,4.8985
11.9543,10.6637,10.3072,10.9208,9.1252,7.612,8.7127,9.1039,11.8789,10.356,7.9589,8.8264,3.0618,11.5745,6.4824,6.051,5.384,5.7037,8.2076,6.3102,4.6472,4.0389,8.9693,10.0279,10.8591,7.9428,14.3954,4.3058,10.3189,2.7389,9.2784,8.0539,7.0395,1.7232,12.8542,13.0116,5.3583,1.9478,12.6857,10.3864,11.0178,9.1101,9.5488,10.1342,8.7883,2.3111,6.6228,7.2957
11.6233,11.8729,9.9256,10.6569,7.9795,7.9671,9.9817,9.2547,13.5676,11.4213,7.5062,8.9147,6.2484,11.3717,4.0641,6.8984,4.0518,8.8094,3.0284,5.4158,6.1767,6.6321,9.3479,9.2697,11.3785,5.9043,13.7937,4.4687,10.5788,6.8005,9.6648,12.6527,6.2607,9.1171,11.4698,13.9149,5.2725,6.1308,13.8362,10.9053,11.637,10.1273,9.3775,8.9544,8.4359,7.1987,7.635,7.3199
10.5767,10.924,9.7574,11.5476,9.0493,8.0763,8.5383,8.2254,11.7728,9.8751,7.6834,8.6085,6.1472,11.1494,6.3929,6.5502,6.4522,9.8823,10.4589,4.5629,6.8949,5.4059,7.4395,9.9437,11.1748,8.5005,13.6344,5.7994,10.5111,2.2864,10.6833,11.6541,5.9553,5.0367,12.0226,12.0102,2.1582,3.174,12.0276,8.6074,11.9326,9.3912,8.6868,8.1638,8.1585,5.2749,7.4572,7.1627
11.4375,9.1568,9.5985,10.6567,8.785,7.3839,8.0269,9.0115,11.6557,9.7861,6.9526,8.0961,5.7282,12.1828,2.3535,6.9006,4.1812,8.4982,7.9763,5.5352,4.8215,5.6327,8.5209,8.7817,10.1339,5.0411,13.0409,7.7139,11.2168,7.1257,9.3167,7.8489,6.2213,0.7522,12.7002,12.1311,6.2711,5.6502,11.8135,10.2525,11.2821,9.0832,9.7249,10.2525,7.1723,1.9426,8.0276,6.6417
11.6268,11.663,10.2803,11.7004,8.3615,7.3341,9.6906,10.7399,12.4714,10.6719,8.0788,8.5877,7.9303,14.7744,3.077,8.24,5.5203,7.7721,8.8773,4.4578,9.8189,6.7231,11.0416,8.6713,11.0433,8.4736,14.2911,3.3667,11.4996,5.1217,10.4441,8.4984,6.505,6.156,13.6442,13.1068,3.2967,2.5696,12.8927,10.3274,12.5332,9.1273,10.0716,9.5077,8.2254,6.7147,7.4254,7.0819
11.4041,11.5547,9.4695,10.9464,8.4348,7.7376,10.2376,10.3261,13.452,11.8875,7.3239,9.115,3.9709,13.3059,4.2331,6.6257,6.7235,10.8574,5.6396,5.6615,8.1514,4.9948,10.162,8.7415,12.2159,9.0084,15.7265,5.1406,11.5555,1.6297,9.9836,9.2034,6.9349,2.9302,13.2354,14.0103,1.7539,3.621,13.788,10.0742,12.8961,7.1105,11.8397,10.4424,9.9697,7.6742,6.8971,8.3506
10.7539,9.6532,9.8046,11.0972,8.5682,7.8807,7.9791,9.0788,13.7906,11.3125,7.9332,8.3835,4.1572,12.3296,4.8126,8.008,8.195,8.004,6.8398,5.9341,7.8221,6.652,8.4216,9.3036,12.3086,5.6948,15.2493,3.131,9.9595,2.977,10.1201,8.7529,6.8231,5.1086,11.5862,13.9384,3.8424,5.5826,13.592,9.6954,12.0728,7.8697,10.2334,10.5126,9.5839,5.3797,8.0964,6.2409
11.3627,6.568,9.4734,9.4147,7.9508,8.9056,7.2608,9.4073,12.1205,10.1568,9.2297,9.072,2.9137,7.7434,6.7334,7.6103,3.4271,5.5269,7.8268,2.6444,7.6503,5.3471,8.9272,9.1001,9.5937,5.7558,8.7273,6.8235,8.1615,6.406,8.5996,8.5545,7.6523,6.7658,9.3679,12.7241,7.1115,2.3533,12.4857,8.7559,11.2296,4.1981,8.374,8.5887,5.6816,7.8462,8.1934,8.5596
11.2276,11.3185,9.3382,10.7604,9.0723,8.5654,10.7241,10.2642,11.8236,9.5181,6.6103,8.2991,3.3408,14.6833,3.6513,6.722,9.1325,9.1891,7.8337,1.4321,8.4295,5.3672,10.1112,9.511,10.7113,3.5635,12.4046,4.2539,11.4715,4.5746,8.0006,7.4513,7.3955,2.039,14.4884,12.2817,3.6634,1.4906,12.2326,9.6344,11.5543,6.516,11.1498,9.8953,5.2874,9.448,5.6902,9.2073
