"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","201983_s_at","202088_at","202089_s_at","203256_at","203628_at","203963_at","204508_s_at","204623_at","205009_at","205029_s_at","205225_at","205440_s_at","205862_at","206754_s_at","206799_at","207038_at","207626_s_at","209173_at","209443_at","209602_s_at","209603_at","209604_s_at","210735_s_at","211233_x_at","212148_at","212496_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","215729_s_at","215867_x_at","217528_at","217838_s_at","39549_at"
11.0071,8.2161,4.9808,8.4744,6.579,8.7898,6.1991,3.2836,10.4188,5.2074,8.6025,8.586,6.0295,9.585,8.7386,9.2094,7.6545,9.669,12.593,11.0792,9.4999,9.4807,6.5338,3.3617,4.5029,3.3668,8.191,7.0398,8.3657,8.8102,5.1177,3.8802,6.1843,6.9511,8.0232,3.2138,6.9195,6.457,9.9527,5.337,4.2056,9.5824,8.639,8.976,7.1155,3.5246,8.2308,8.6927,9.051,8.3014,1.7522,8.319,6.4458
11.0788,9.8339,7.859,9.1951,5.759,8.6397,7.9584,6.3297,9.3255,6.1352,7.6746,8.5855,7.0275,8.6559,7.92,7.7529,8.0247,3.6118,11.8685,11.1446,7.415,8.5708,13.3377,11.5707,12.9577,13.7111,5.0397,9.6024,7.4793,8.9083,11.4973,5.8774,9.8766,7.5363,14.1877,8.0942,10.904,9.9781,14.0026,11.7083,5.7485,11.1165,10.9932,13.0948,11.3319,8.2365,13.3777,13.2798,1.4502,13.2189,7.7715,10.3995,3.311
10.6582,8.7218,7.2115,8.9446,5.2425,10.141,6.756,3.625,10.3755,6.1059,6.7337,8.7114,7.09,8.8227,8.1192,9.4035,6.6689,3.6245,13.1425,11.5356,3.8099,7.3792,10.4313,8.1877,10.4798,7.2397,5.0809,11.0475,5.0689,7.5207,5.4899,8.9028,8.8017,6.0284,10.9805,8.5136,9.9768,9.5281,13.3156,8.7372,7.7382,9.3676,10.0615,10.866,8.8849,6.5549,10.8956,10.1048,1.135,10.6105,1.2277,11.1488,3.0229
11.6867,7.8849,7.8478,9.0146,6.0089,9.6084,6.6863,7.1059,8.0683,6.7632,7.61,8.4669,7.9368,9.8154,8.2747,9.9674,5.8201,7.0234,15.1261,14.1799,2.677,15.5445,13.8283,11.9468,10.2659,8.7102,5.8716,12.7629,5.9463,4.2815,3.0643,7.6745,9.1827,8.6723,14.4754,4.5048,12.7286,12.4544,15.2349,11.6722,8.4458,12.144,10.4458,14.3211,11.7982,7.118,13.9203,12.3067,5.199,13.8427,4.0595,11.1661,5.7498
10.8107,8.1872,7.4594,9.0434,5.8772,9.2191,7.1327,5.8336,7.798,6.1984,9.0389,8.1737,6.9079,9.0662,8.7892,8.7179,7.84,6.4678,15.1433,14.4327,9.197,10.1334,13.074,10.9283,12.1654,12.769,1.1215,12.8106,13.0567,9.4709,9.8656,9.2354,11.1042,9.9478,14.886,4.4035,12.1614,11.9442,14.9183,11.4265,8.8165,10.8781,11.1151,13.7081,11.7758,8.3088,13.4985,13.8763,5.2731,13.2226,5.7427,11.8766,4.1319
10.4926,9.4877,7.8447,8.151,2.857,8.609,6.6808,6.2095,8.8247,2.3945,10.2828,8.2508,5.9142,9.2778,9.0473,8.1659,7.996,7.6004,11.5104,10.2204,10.3154,7.4771,4.6608,3.5299,6.6294,2.2207,12.0569,6.3992,7.8199,-0.0934,2.4356,1.5279,3.1047,6.3443,6.7552,3.6889,6.8205,6.7758,10.0017,5.1141,4.2368,9.025,9.4685,7.6085,6.5165,3.7996,6.5685,6.8122,5.4453,7.2514,5.1646,8.9967,4.4905
11.2444,9.0395,7.8213,8.6443,6.3307,8.8878,7.7637,5.3392,9.8533,6.2612,8.8732,9.2586,7.7126,10.1461,8.9466,9.2842,7.9532,9.9999,11.55,10.1837,11.5405,9.2369,7.828,6.4021,6.9144,3.56,7.5897,7.5145,5.6925,4.5596,5.9063,5.02,5.3575,3.5392,4.0842,3.3167,7.4983,4.6637,10.3415,6.7031,4.9679,9.0949,9.5293,7.8995,7.9606,4.246,8.8265,8.0262,10.5501,9.0692,2.9006,9.1497,7.0869
11.3286,8.5836,10.8994,10.2326,7.6195,8.6831,8.8445,4.6027,9.5571,7.0564,5.7499,9.3892,9.1629,10.2171,9.525,9.7595,7.3966,6.1174,12.108,9.978,8.3915,9.3583,10.7427,8.3631,14.7013,12.5495,3.2923,12.3486,8.5176,8.1697,8.319,12.1536,10.159,7.7922,14.7441,4.7428,10.6932,10.8329,14.0905,8.8549,8.5538,11.832,11.3114,12.346,10.0879,8.4874,10.9554,11.2713,3.1645,10.9504,3.4227,10.1772,8.8236
11.467,8.6341,7.5481,8.7837,3.9129,9.6369,7.5046,3.8525,6.6035,7.3457,7.9299,8.669,8.2509,10.0188,8.6657,9.6829,7.186,6.3706,13.9771,12.238,8.0217,10.7715,13.7544,11.7365,8.5388,9.2947,5.4527,12.6635,13.5373,10.2231,14.507,9.4569,9.5198,4.4653,13.9515,10.322,11.8087,12.2991,15.0195,11.0995,8.2947,10.988,11.0299,14.4063,11.7574,11.184,13.7563,13.1579,2.2442,13.4699,3.6349,8.9295,6.9053
10.8638,8.9588,7.1194,9.0359,6.4596,9.6063,6.5766,4.1347,9.3466,6.4934,7.299,8.236,6.0429,8.2745,7.6655,8.0382,7.0708,7.1122,14.7497,13.6799,4.0369,9.5154,11.8654,9.9419,11.3017,10.9446,2.1345,14.0632,14.3681,8.7747,6.4488,9.8368,8.1969,2.9621,15.71,10.0834,10.9503,10.476,13.773,10.4197,9.7207,10.2664,10.934,13.5991,11.2822,10.0626,12.3503,10.8406,4.0078,12.2351,5.7771,11.8364,6.8113
11.4372,7.9948,8.9652,9.5543,7.734,9.2207,8.3338,4.7168,11.5643,7.3802,7.7019,7.8493,8.4553,9.3635,9.5837,9.1129,6.8884,8.5253,14.8461,13.4395,5.2941,10.434,10.797,8.7742,13.7833,14.0788,7.4674,12.1359,11.5708,8.6856,7.2043,12.5969,8.7467,7.261,13.3759,5.0368,10.0584,9.3952,13.6573,9.7764,8.3803,10.5024,10.9539,12.5977,9.9247,5.6223,11.0469,11.0351,5.3496,11.1743,6.0298,10.9705,7.288
10.7467,9.2031,6.8035,8.6608,3.2901,9.731,7.2404,2.9569,9.8906,5.4846,6.1517,8.2053,6.6997,8.1037,7.1439,9.4847,7.1568,2.7525,11.1509,9.8385,3.1367,8.4852,10.5987,8.8494,13.2504,12.455,2.1248,10.2524,3.014,7.7504,9.2064,10.6867,8.4946,6.3015,13.3574,7.3992,10.0387,9.4884,13.186,10.0312,7.0335,11.4326,10.2776,10.228,8.0714,8.902,11.4131,10.2493,1.8686,11.2031,5.5304,10.7006,4.5368
12.1157,7.9863,9.3651,9.4216,6.5618,7.5062,7.6162,4.6195,7.5567,6.701,6.4742,8.575,8.042,9.5561,8.7056,9.356,7.4818,3.6767,15.3408,14.3804,7.7053,11.8836,11.4559,9.1732,13.2487,12.7364,2.619,12.9502,6.8477,7.1701,10.1785,12.8863,10.1676,8.3939,15.6894,6.7371,11.7164,11.1543,14.7152,9.8777,8.7141,9.6436,10.5631,13.0467,11.0139,7.6729,11.6872,12.9423,6.1776,11.7157,3.0234,12.0876,5.8881
10.9493,8.6641,8.1691,8.7642,4.543,9.6722,7.361,4.9783,11.1954,3.5089,8.2199,8.7331,7.0538,10.8517,8.475,9.4802,7.3995,9.2113,11.8024,10.7871,11.2177,7.6683,7.6876,7.3977,7.0294,6.5561,7.6532,8.3734,6.7691,6.5881,2.815,6.2763,7.1461,3.5359,8.2217,5.8802,8.3884,7.668,11.7681,7.1023,4.651,9.0783,9.692,9.441,7.7009,5.3577,9.1538,9.0515,9.396,8.7807,3.814,9.5993,6.3561
10.8874,8.9912,5.055,9.5064,6.8145,9.6594,7.1626,5.9228,9.5666,4.9655,7.7218,8.7354,8.4561,9.6991,8.655,8.9357,7.7197,2.7696,15.5587,14.7482,8.3955,8.8261,12.7582,10.2045,13.3063,15.5943,3.3703,12.3648,10.2548,10.6261,12.4693,6.9,8.4716,6.4913,12.8316,11.3387,10.7905,10.2034,14.2836,10.2781,6.718,9.9724,10.7367,13.1114,10.3256,8.1957,13.0672,12.866,5.6724,12.7996,4.2706,11.8732,7.0949
11.3958,8.7964,6.5209,8.6307,5.0247,8.4064,7.1752,5.6425,5.7877,5.3505,4.0541,8.7541,7.4897,8.8411,8.3534,8.8718,7.1748,5.0544,14.7097,13.6227,8.8842,8.9492,11.7433,9.9137,13.2394,13.9635,1.1519,12.4009,9.3713,10.1437,9.2609,6.002,11.8412,9.4921,13.0504,9.9498,12.8387,12.0558,15.0045,10.6261,8.4764,11.635,9.702,12.4623,10.1567,11.2562,12.4113,13.8486,2.7471,12.0084,4.858,11.4062,6.3636
10.4125,7.9602,7.8744,9.2398,7.3331,9.4794,6.938,4.3061,11.7336,2.8259,8.5443,8.4993,7.1988,9.9018,9.3806,9.4463,7.3322,8.965,12.8014,11.1835,10.2339,8.7811,8.4484,5.4341,8.043,8.2115,10.1013,9.3602,7.4758,6.7529,3.5391,13.012,7.4506,6.7585,10.2521,6.3868,8.542,8.2222,11.7642,7.746,4.1045,9.8991,9.9752,11.2233,8.7271,3.3696,9.3508,9.4424,8.726,9.2339,5.189,10.2426,6.0983
10.9733,9.7423,7.4428,8.3553,6.0301,7.3518,6.5985,5.3422,2.7604,4.8201,6.9517,8.5058,5.8233,8.2051,7.989,9.0019,7.7973,5.6994,14.4117,13.5402,7.9613,8.7039,12.2367,10.4918,10.1334,11.092,3.5651,12.5568,9.6006,9.1636,7.3898,9.9726,10.8725,8.3546,12.9753,10.1143,10.9124,9.9061,14.0287,11.2004,8.9466,10.6955,11.2671,11.9581,9.4933,7.7779,12.7731,14.4613,2.2476,12.6107,8.6394,8.834,3.4267
11.9543,9.0305,7.5594,8.9145,6.416,8.5893,6.3781,5.6203,8.011,5.6395,8.7292,8.7495,7.5658,8.8402,7.9524,9.1835,7.5541,3.0482,14.1117,12.7918,8.5249,8.7127,11.8789,10.356,13.2866,10.1069,2.285,11.5745,7.4398,10.733,8.8301,14.7579,8.7203,6.8888,14.3954,9.583,11.2448,10.3189,14.4412,10.6273,6.9671,11.7197,10.4576,12.8542,9.8661,9.2794,13.0116,13.4557,1.9478,12.6857,6.1149,11.2156,2.2393
11.6233,8.2703,8.14,9.2847,5.8938,9.531,6.8366,3.5581,7.4896,6.4716,8.4654,8.7828,7.3543,9.7841,8.7053,9.1456,8.0355,7.8406,14.8422,13.5254,9.6268,9.9817,13.5676,11.4213,12.6092,14.8384,3.4701,11.3717,8.8419,9.736,10.0982,13.0481,8.165,7.4632,13.7937,10.5723,10.6992,10.5788,14.1005,11.3223,4.198,10.0752,11.0751,11.4698,8.7772,7.4751,13.9149,10.1615,6.1308,13.8362,6.7221,11.3198,3.7499
10.5767,8.9054,6.9691,8.5916,3.4296,8.237,6.7439,3.4861,6.0859,5.9076,7.3188,8.0746,7.0789,9.8844,10.3535,9.1438,7.5266,7.8062,14.7144,13.5966,9.3568,8.5383,11.7728,9.8751,13.4207,14.6415,2.5537,11.1494,11.1015,9.9701,10.4567,9.3393,9.0989,6.8861,13.6344,7.7373,11.6566,10.5111,14.2047,10.4052,7.6277,11.4445,11.223,12.0226,9.3381,3.9101,12.0102,13.2088,3.174,12.0276,7.274,10.6432,5.4939
11.4375,7.9564,6.7612,9.0276,5.9875,9.2387,7.166,3.8346,10.7687,5.665,8.0523,8.411,7.0506,8.3333,8.6005,9.2288,7.5852,5.8099,14.2253,12.5993,6.5109,8.0269,11.6557,9.7861,11.8188,8.3784,1.7207,12.1828,0.7447,7.8301,9.0095,9.0553,7.9048,3.3978,13.0409,10.1935,11.6477,11.2168,14.7614,10.2118,8.0324,11.7106,9.585,12.7002,10.1287,7.8935,12.1311,10.9807,5.6502,11.8135,0.7365,10.3179,3.9279
11.6268,8.0073,7.1604,9.3056,2.7648,9.0741,5.9092,5.2527,5.7626,3.187,7.741,8.7561,10.8577,9.3029,8.587,9.4424,6.309,6.2231,14.346,12.9836,8.1508,9.6906,12.4714,10.6719,13.8234,13.8071,5.527,14.7744,4.8423,7.9389,12.1128,5.9279,9.2921,7.4086,14.2911,3.9478,12.0137,11.4996,14.8724,11.0796,10.8852,11.5645,12.1634,13.6442,11.1524,4.2828,13.1068,13.4771,2.5696,12.8927,13.0039,12.0128,3.0216
11.4041,8.7849,8.1964,8.5677,3.2988,9.7455,6.6631,3.9661,7.8396,6.5435,6.8514,8.7579,7.4218,8.5143,8.0762,8.5007,4.2031,5.296,15.3118,14.0242,5.407,10.2376,13.452,11.8875,13.9965,15.61,-0.09,13.3059,15.1813,9.8084,7.1043,7.524,12.0313,5.7152,15.7265,10.3511,12.1999,11.5555,15.1204,11.9082,7.5853,10.3704,12.0253,13.2354,10.9948,10.3992,14.0103,10.5127,3.621,13.788,2.1988,11.4841,7.8411
10.7539,8.6856,6.9133,9.7126,6.4256,9.6322,7.1716,3.9828,7.1508,6.2048,7.7592,8.4316,7.4949,9.2444,8.3538,8.781,7.0888,3.5773,15.4659,14.3211,8.2346,7.9791,13.7906,11.3125,11.0077,11.179,2.8986,12.3296,14.2297,9.1534,7.7708,9.5024,8.8168,8.031,15.2493,10.6158,10.3284,9.9595,13.769,11.7399,7.8741,10.4996,11.5027,11.5862,9.4518,9.9986,13.9384,10.6027,5.5826,13.592,4.6247,8.2974,6.0299
11.3627,8.6771,4.9542,9.6943,4.0177,9.4154,8.1591,6.9346,8.3595,6.4817,5.8069,10.2888,8.3022,9.2086,8.1201,9.58,7.6946,10.0952,11.1364,9.9147,6.9668,7.2608,12.1205,10.1568,7.9311,6.5666,16.0893,7.7434,2.2017,3.16,3.8639,3.4226,7.8883,2.7935,8.7273,7.4052,8.0318,8.1615,11.264,10.375,6.1001,8.6812,10.0843,9.3679,8.5605,4.3501,12.7241,7.775,2.3533,12.4857,12.9517,9.2279,5.5684
11.2276,7.586,6.6064,9.2455,6.5469,8.9235,7.487,2.7905,9.6112,6.3782,7.1515,9.2727,7.6954,9.3734,7.7794,9.9234,5.5018,6.6578,14.474,11.8914,4.8491,10.7241,11.8236,9.5181,12.4717,12.0561,5.4235,14.6833,9.4323,8.1383,11.2288,16.4488,9.1262,5.72,12.4046,5.0767,12.0178,11.4715,15.1746,8.8729,8.4481,10.6292,11.9369,14.4884,11.188,8.0377,12.2817,11.544,1.4906,12.2326,2.8517,12.8914,9.8865
